sure bro. tumhe word to vector conversoin perform kiya hai na is wale dataset pr? agr ha to code bhezo agr ni to bta do to fir hm kre ise,"Diya to ta code X vo array or words h (5132,1) Or a list Ye error kyo aa rhi h"
kon si? bhai no idea memory error bta rha hai ye to,Dudh kr bato
ok,Hmne smj nhi aa rha Option batana Hmne hindi include kr diya h But train krne me error aa rhi h
achha gensim wala wordtovec implement kro instead of sklearn wala wo jyada appropreate hota hai.,Bejo code?
"ok. wait bhai abhi puja suru hone wali hai ghr me, to thode der me bhezta hu. abhi laptop bnd kr diya hai hmne",Ok Jutt to nhi boll rhe ho na ☹
jhooth hi bol rha hu hm sch bolte hi ni kabhi,"😐 Batta do Kya karr rhe ho ,,,,,,, batao to Vahi hmm bi krne lage Batao batao batao batao"
Rngbazi.😎😎 Naukri lg gye hai to jinki naukari ni lgi unse baat hi ni kro ge 😭😭 aaj hme apne berozgar hone pr bahut gussa a rha hai. mere hi rozgar dost ab hmse baat ni krte 😭,Kya ho gy Bahr gy te Call kare? Kal krte hh call
jaise aapki mrzi.,Call kare? Free ho bhai
ha bto. *bro bhai tum call kiye the us smy meri didi ka phone aya tha to hm baat ni kr paye abhi agr free ho to kro,👍 Bhai vo form fill kiya
abhi to print bhi ni krwaya hai,😡 This message was deleted score me 3 dikha rha h JAVA CODER KA https://drive.google.com/open?id=1TisQdQ4tJInOexXjJB5zArB4sZ2z2LVH isko upload karo
ye to khel diye tumhare sath,Ye try karna
ok kru ga internet theek chlne lge abhi fs rha hai downloading fail ho rhi hai ye code use kiya hai tumne,Ha Isko banao and karo Csv generte
ok bro. apna latest wala code bhezo jra aur itni layer ni add kro saturate ho jaye net overfit kr jaye ga.,Ok 🤣 Dakho to kr ke Overfit matlb 90+ accuracy
hm krte hai tum wo vectorize wala code do hme,ok
ye dusri wali kis liye?,for_test: is for testing the accuracy and make submission.csv process_urls_parts: is for training
ok abhi ek aur error a rhi hai.,?
meri wali result.csv me hindi wala data ni hai jo mere pass hai,oh ruko
hm us pr train kr de.,"fr se ak bar share karo vo gender vali file gender , drive ki"
tume sb share kr chuke hai na hm,ak bar fr se nhi ho rha use
ok ab tum drive me share with me jao usme gender classification folder kholo sb kuchh alowed hai usme,blank h acha rahine do pc se hi kr dena
what happend ok,mistakenly deleted ☹
tumne delete kra?,ha
ok.,datna mt
arre. Mera data sahi chlne hm use 5 bar aur upload kr denge,😆 Sometimes we are missing out Accuracy don't move up
bhai itna dense network bnane ke liye mera PC kafi ni hai hmne network ko reduce kr diya hai,☹
mtlb? ek aur problem hmne tumhare approach me dekhi ki sifr 1 epoch train krne ke baad me tum usase results predict krwa rhe ho,Ha But hme smj nhi aa rha un loggo ki itni jayda accuracy kaise aa gai 87
tumhari kitni a rhi hai?,57
tumne kaise check kiya?,Uploaded kr ke
DNN wali approach check kri? single layer wala hi upload kiya hai?,"Dnn use kiya ta 3000,1000,500,100,50,10"
ok. kitne epochs?,1
1 epoch me isase jyada ni mile ga.,Bhai iise jyda
kat diye. Accuracy 55% tk gye hai kevl kl subh baat krte hai.,Ok
bhai. hr link ka title to hai 233947 itne unique links hai parts wali file me 109444 links hai jinka data hai apne pas,Oh Bahut kam h Accuracy kitni aa rhi h? Call kare
kro import pandas as pd ye hai code wo file wala from bs4 import BeautifulSoup import pandas as pd ye lo bhai isase sare urls ka title apne pass ajaye ga fir  apn log ek nn try kr ke dekhte hai,Ok
bhai hmne scraper wala code run kra wo theek chl rha tha bich me ek hindi wla article agya waha error rais ho rhi hai is situation me kya kre hm?,Try use kr ke dakh?
dekh? usase fir wahi data missing wali situation ho jaye gi kya fayda,ha kutch tode se missing repair hua hoto data dedena
isme wo translator use kr ke dekhe kya?,"na , usepe mahnt na karo yahi scroler try ke ke dakho"
mtlb hindi wla chhod de,"ha use koi fyda nhi hua,"
ok,"include krne se 57 pahile bi ti, baad me bi"
english me convertion se?,ha
kaha ho bro? bhai ke sath ghoom rhe?,Na bhai Krte h abhi isko prepare krlo aaj https://docs.google.com/document/d/1KUlHMsTfMz43nev8slMyExTXsFCSCwcMloTLWG_PxFk/edit?usp=sharing
ok bro.,saam tk kr dete h isko
ok hm 20 mins me krna start kre ge,Ok This message was deleted This message was deleted
kya delete kiye ho? Bhai jb on ana ek bar call kr lena hme thoda puchhna hai is report ke bare me,?
hm kre call?,Karo Bhai koi job dilvao achi ☹ Maujj lere h log ab to
🙄.,Ha sahi boll rhe h hmm
kon moz le rha hai,Sumit singh
baat kre hm usase kya.,Nahi Fr vo hmse bolega
"Tum kabil ho, lekin tumhe apne upr bhrosa ni hai kya? koi kuchh bhi bole, apni kabiliyat pr bharosa rkho sb sahi hoga",Ok 👍
Tumhare pas 8-10 months hai focused rho bahut hi achhi job mile gi tumhe,Ok bro 😎 Ab hmm log mill kr ak achi gadi lege Use psit chalege
"PSIT ku☹, Jana hi hai to koi achhi jagah jaye ge.",Ok
Aisi car leke PSIT chlo ge.😰,Isi chalege Tripathi ke pass
Ha.,🤟
bro. hmane abhi dekha apne computer me. Tumne hmse lost in space series download krwai thi chahiye kya tumhe? Ya fir hm delete kr de? 10 GB ki hai,le to cuke h hmm dakh bi li apran maam ke cabin me li ti infy se aise hi gadi bagayge
wow bhai koi ml ka ek problem statement btao jra. achha sa,? Matlb?
ek problem statment jisme ml involve ho.,kya ho gy bro 🤔 🤣 🙏
arre koi chutiya hme presan kr rha hai is wjh se hm tumse puchh rhe kuchh pta ho to bta do thats it.,"Using given data, predict weather rain happen or not"
Ha but weather data ke liye fir wo hme presan kre ga. kuchh aur btao.,bejj rhe
ok,https://catalog.data.gov/dataset?res_format=CSV&tags=weather ye lo bro vo file bannai?
ha bna rhe,ok
"First assumption we made is that a user interacts with digital content if the content title is of his/her interests. So instead of processing all the data of the 'url_Json_data' file, we preprocessed data and extracted urls, title, entities and stored that into dictionary having key as 'url', which we feel is sufficient for the decision making. Kuchh aisa likha hai hmne",Ha likh do Badiya 👍
bro hmne pipeline likh di hai ab btao isme kuchh aur likhne ko bcha hai?,Aproch ? Acha dakh rhe
dekhi *dekho,scalibilty ke liye  ak para likh do last me 6-7 lines
ok Scalibility ka mtlb?,usko kitna badda kr sakte h hmm log latest technolgy use krke and abhi kitna abaadda h
achha,Vo code ki file share karo Drive pe Sari
ok wait,sahi h ye Chek it bro
Neural Network ki photo ka reference dalo,Apne network ki h 🤣
3blue1brown se liye ho bahut famous pic. hai wo,Oh☹
1 layer nn ha bhai,Dall do fr Kaha likhoge
aap dalo do plz. hm abhi jsp sekh rhe hai,?
pic ke niche likh do,Are rahine do beauty chali jaygi doc ki
achha,Vo code bejo
ha bhezta hu,Ok Zip banna de
ok. bro hm folder Gender_classification me dal diye hai code check kr lena ek abr,Ok Kitna time baki h Saam tk h?
hmko ni pta tum ja rhe iit?,Nahi gy Dakho lo ak baar
ok We have 11 hrs remaining,Badiya bro Code ki module me krdege
ok,isko upload kr do
ok,Bro aaj padlena uski Usko hackeearth se Hmm ja rhe kaam se bahr
sure bro.,Kal baat krte h
hm phone kre ge pkk pkka,Kal karege Bro
ok 😎😎,Vo idea valla sahi nhi lagg rha Koi or dakhte h
ok,Bro vo koi or contest hoto batana Ak hackeearth me ho rha h Better4 india usko karo
Tb to hmne sirf computer ka name hi suna tha,"😨 Haan, badiya ladka h ye, headsup 🙏"
*hands up,Haan
ye khreed ke laye ho?,"Nhi, bhaiya ke gr me gy te vahi ta Bahut kuddta h, fr tak ke soo jatta h Hr 2-3 min me"
achha rabit hai? ya fir rat.,Rabbit bhi https://jll.hackerearth.com/ isme dakho facial detection banna h https://sabre.hackerearth.com/
ok,Face valla kiya jay 25 lk h prize
krte hai,Emil do Apna
shivamrajpoot199@gmail.com,Aaya
abhi tk to ni ok aa jaye ga thode der me,Android app or python software? Or webportal Kya bannaya jay bro isme
face detection me? python software. will be easiest.,"ha matlab on the spot train hoga model, fr use hi detection hoga baad me"
achha python app bnalete hai,ok Code4 better india kiya Try karo
ni kiya kru ga aaj rat me,Ok Pick up the call bhai What happened
ok tum ye sb kya bhez rhe ho🙄 paper pdo. aaj tum status bhi ni dale,😂 Ppi banege tab dalege hmm ab
sirf PP hotahai,🤦🏻‍♂ ok
"bro. Apple faceid wo kaise kr pata jo wo kr leta hai uska reason hardware hai. They use infrared camera, with a standard camera. with this they get actual depth and measures. that are required for data collection.",Ohk
ye lo white paper.,👍 cool
bro kuchh mila? aaj hm facenet ka pd rhe the to wo wahi kaam krta hai jo hmse krne ke bare me baat kr rhe the wo image co convolve krte hai uske baad ek net train krte hai jo ki hr image ka ek representation seekhta hai. fir distance metrics nikalte hai waha se predict krte hai ki ye face kiska hai. face net wali aproach sahi lg rhi hame abhi. apple faceid wale me hm log additional hardware chahiye hoga. back me wo bhi facenet jaisa hi kaam krta hai. aur hm ye bhi soche ki waise bhi hm log webcam se data chahiye. to hm log rnn ko picture me la skte hai. mtlb koi photo dikha ke kaam na kr le. un sb chezo ko reduce krne ke liye. but it is just idea. saam ko call krna,"Ha ak model milla h, vo ak hi shot me train ho jatta h Vahi padd rhe"
facenet hi shot model hota hai.,Ha Acha bhai Call karo
bro segement tree jaisa kuchh bnao isme,Kyaaaa
ha. nlogn wala question hai subarray ka mtlb contiguous sub array chahiye na,Ha N*64 ka laggaya ta hmne
bhai linear time sare possibel sub arrays kaise consider kro ge? atleast n^2 chahiye hoga sare subarrays ke consider krne ke liye,Ye likha ta hnne Call krna
aap kro mai abhi ni kr skta call wala balance ni hai. 🙄🙄,Krte h dakh lo code Kise batiya rhe ho
didi ka phone hai.,Call krna
okk,Acha ye batao Capgemini me baitoge Yahi puchna h Hmne
"no. wo english pr bahut focus krte hai. tum chaho to baith ke dekh lo baki wo english pr bahut jyada focus krte hai easy writing, gd sbhi kuchh hota hai hm ni de rhe.",Oh
🤣🤣,😁 Bro shivam se pucho ye msg kyo aaya h Psit se 75 attendance valla
papa ko drane ke liye taki wo tumhe kl se college bhga de.,😐 Agr paper me na baithne diye to
tumhe to deligation to mil hi jaye gi na,Abhi kaha pata h ? Hh bi holiday ki nhi
are tumhara to nagar langotiya yar hai. tumhe kahe ki problem,Nhi bro
bolo usase ki hm microsoft ka call letter la ke de denge sir aapko aap khob advertisement krwana 👅👅 fir aise kr ke tumhare pichhe ghoome ga,👏🏻😂
achha ye btao tum internet se kuchh bhi download kr skte ho?,Kyo
ek book chahiye,Kon si .pdf laaga ke search karo
Deep Thinking_ Where Machine Intelligence Ends and Human Creativity Begins ni mil rhi hmko pdni hai dhond do mere liye🙏🙏,https://www.academia.edu/39555958/Deep_Thinking_Where_Machine_Intelligence_Ends_and_Human_Creativity_Begins_by_Garry_Kasparov Ab ye sab kaam krvao ge hmse tum😐 PP nhi milla to koi ijat hi nhi rah gai h 😫
"yaha pr download link ni hai ye hm dekh chuke hai ek frzi ki pdf hai ha bhai, pp ni to ijjat ni sedhi baat.",😐😞
chess.com pr account bna lo us pr apnlog khel skte hai live chess,Ok https://play.google.com/store/apps/details?id=com.chess
download kr lo fir khelte hai aaj.,"Play chess with me? I play on Chess.com as ""shobhit9935"". Sign up for free! https://www.chess.com/register?ref_id=65187086"
live aao. fir khela jaye ek game,Ok Aa gy
ok req aye?,Fr se karo Karo bro Waiting
ek min,Ok
live ho?,"Ha Play chess with me? I play on Chess.com as ""shobhit9935"". Sign up for free! https://www.chess.com/register?ref_id=65187086"
tum hmko request bhezo hm bheze tumko,Id do
shivamr_1511,Bej di
ok shobhit9935,Ha ? Kya hua
https://www.chess.com/challenge/FMBDmNe chalange link bhezo hmko aise request ni ja rhi pta ni ku,Ok
ye jo hmne bheza hai ye chalange link hai ya to fir ise pr aao time wala tha ye game,Ye kya ta Match kaise katam hua
jyada time wala lgao ruko hm bhezte hai request,Ook
https://www.chess.com/challenge/Nu3xeNi is pr aao,Aa rhe ho aaj bro
shobhit tum apna le photo khicwa lo tum dikhao hm bhi lander ki landing hm dekh rhe the🤣🤣 paper walo ko kitna chutiya bnate hai psit wale,😂 Are bhai
"tum telescope ki jhg apna phone rkh lena भाई, AVL और RB पेड़ में क्या अंतर है I want your words not googles please Chess khelna sone se phle",Kal mera net katam ho gybta bro
☹,Kal hmne vo GS valla nisad ko nataya ta Aaj shivendra paresan ho gy h 😂
GS?,Goldman Sachs valla
achha usme tumhara ho gya hai yahi.,Nhi Mozz kr rhw te Abhi results kaha aaaya
achha,College me bola ta nisad se
Bhai hm tumhe bta rhe tumhari dosti sahi ni hai.,Shivednra ne ugal va liya hoga sab
ye hme bhi yaad hai,"😕 ha GOT dakh rhe h, akal aa rhi h ab"
aise dost kisi din tumhara khoon na kr de. 😎😎,"Gold man sacha me hua teri ?, Batao aaise likh rhe h"
"little finger ko dekhna, kitna kalakar hota hai","😂 ha, dimaki h"
"bahut hrami hai last ke seasons me dekhna tumhara mn kre ga, tumhe mil jaye to to tum mar doge use.","Oh, abhi to 2 session hi dakhe h"
fir to bahut time lge ga. Sherlock Holmes dekha hai?,Ha ak episode dakha h
"sbse bdiya series hai wo koi bhi gnda content ni, bahut hi interesting hai",Ha buy to murder valla h na Vo nhi dakhte bro hmm
🙄☹,Call krege hmm 1 hr me
ok coder bhai..,https://youtu.be/0YVt1UxPZ6c
ab ye kya hai❓❓,Dakho ml ka batta rha h
chess khelo ge? 🙄,😂 PP ke nase me madhosh h Raat ko
ok,Aao bro chess me
aate hai 5 mins bro what is this. isme kuchh glt hai?,Ha syd ise nhi hoga
kya problem hai?,Random data ayga
bhai jo tum likhe ho wahi to up come me kiya hai,Ok Ha swap nhi krna h
pde bhi the code?,J->n likha ta hmne lagga usko use kr rhe ho And swap nhi hoga
chai chess. ??,Todi der me kelte h Abhi lunch krne jaa rhe
"ok, kr lo 15 mins?",Ok bro Call kr dege hmm
ok aao bro.🙄🙄,Ha aao
online agye?,Link do challenge vali ?
ha de rha https://www.chess.com/challenge/2bn7swL jldi aao,Ye drwa kyo ho gy
tum baar baar same move ku chle?,Oh iss vajh se
same move 2 player 2 bar chl diye to draw hm haar rhe the aao ek baar aur,Nhi ab nhi Saam ko 😁
🙄😭😭 aaj hmara din khrab.,Kyo Mare gy ho kya gr me
"aaj hm bhai se haar gye the.. fir tum bhi jeet hi gye the and COC me 2 war atck khraab ho gye. jo bhi game khel rha hu haar rha hu. 😭😭 😑, Mauz le rhe ho.","चंद्रयान-2 में सबसे ज्यादा महत्वपूर्ण बात यह है कि, चंद्रमा पर चलने के लिए इसमें एक वाहन *विक्रम* को भेजा गया है।"
bhai ye subh 5-6 log hmko bhez chuke hai🙄🙄 pta ni hr baat me logo ko meme hi ku bnana hota hai,Ye na bataya karo Hassa karo
😂😂,Emoji bejo hasne vali Ha ab tik h
ab theeek. 🙄🙄 tum to smjhdaar bachhe ho fir bhi mzak bna rhe ho,Moze ke time mozze hogi Padhai ke time  kya hoga
tumhe nya program likh rhe hona chahiye tha jisase dobara boot ho ske system.,Batao
mauz. 😂😂,"Padai ke time padai 😐 16 se padhai start ho jaygi, i am soo excited Psit me"
"ha fir din bhr baith ke copy likhe ge hm log saam ko psit ko kose ge and then comes the same thing, i.e next morning",Hmmne email bej diya h iski English batao ?
kaha email aya? no email received,Hmne email bejj diya h English batao bhi iski This message was deleted This message was deleted This message was deleted This message was deleted
I have sent you the mail,Bej diya h likhna h
bhai ye hi hoga Already add kro jra sent se phle,Ok Pahile hi likh kr aa gy isme
https://www.chess.com/live#a=248472 bhai ye game dekhna,Ok This message was deleted
Ye kya hai?,😐
🙄🙄,Thanks for updating my info. Best Wishes to entire team CS-4E.👍🏻
what happend? Ku hm log kahi 300 ki fight ldne ja rhe kya?,Ha 😂
ya fir aaj ki rat extinction ki raat hai? enemy kon hai. Name btao hm akele sbko maar dekh lenge baki sbko apni jaan jokhim me dalne ki jrurt ni hai. ghoomne nikle ho? SE/S ke party de rhe? aur hme ni bulaya😭😭 Hm iske liye tumhe kabhi maaf ni kre ge.,😂 party nbi Kudd kane aay h
Aur kisko sath me laye ho..❓❓🧐🧐,Akele bhai
"Kuchh chhipa rhe ho, AKele koi raat me khane ni jata wo bhi itni raat ko Desh ko dokhe me rkha ja rha hai.",😂 sahi me bhai Aa jao
"11 bz chuke hai, Sch btao kisko ghumane nikle ho",Nhi bhai sahi me Sab lo party me gy hmm nhi gy ye To kane aa gy 😄
Log tumhare reply ke liye mr rhe hai aur tum akele ghoom rhe ho. Hm abhi to aye hai. Laut ke.,😂 tum rojj kate ho Bahr ka na
no. last week me aaj ke din hi khaya tha uske baad me aaj gye the. Kabhi kabhi aisa bhi ho jata hai.,Badiya
chess khel ke sona aaj rat ko,Are kal kelna ab
🙄🙄,Sone jaa re te
jao so jao,Vo 1 questions ho gy %10 use krna ta extra bas
achha tum pura no. print kr rhe the?,Ha
"chlo bdiya hai. 🙄 bhai N,X dega na wo no. dhundo jisko no. facotrs jyada ho",Ok Koi msg aaya kya psig se Psit* Bro kal jaoge kya collegw
kaha msg aya hai?,Chess
aaok,Bro vo time internet ka results aaya kya kuych
pta ni check krta hu https://www.chess.com/challenge/8UJxajg kaha chle gye?,Net dikt kr rha hh
achha,Game band ho gy ky
1 min bcha hai.,Nhi dikh rh a hmne
Tum apne aap resign kr jao ge.,Kya? Ye open nhi ho rha
Agr tum 5 min ke andr koi move na chlo to resign ho jata hai. achha fir se bheze?,Bejo
https://www.chess.com/challenge/P4SpK4S,Ye to.mew h New Aao bro chess
aaj mere idhr light ni a rhi rhoda late kheltw hai,This message was deleted Ok
Gali de ke msg delete kr dete ho ..,Kal kelte h #include<bits/stdc++.h>
